,,,,,1976,,,,,,,,,1978,,,,,,,,,1980,,,,,,,,,1982,,,,,,,,,1984,,,,,,,,,1986,,,,,,,,,1988,,,,,,,,,1990,,,,,,,,,1992,,,,,,,,,1994,,,,,,,,,1996,,,,,,,,,1998,,,,,,,,,2000,,,,,,,,,2002,,,,,,,,,2003,,,,,,,,,2004,,,,,,,,,2005,,,,,,,,,2006,,,,,,,,,2007,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,Senate,,,House,,,Governor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Governor,
,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,Democrats,Republicans,Other,Democrats,Republicans,Other,Democrat,Replubican,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Democrat,Replubican,Other
Louisiana,38,1,,101,4,,1,,,38,1,,11,4,,1,,,39,0,,96,9,,,1,,39,0,,95,10,,,1,,38,1,,93,11,1,1,,,38,1,,91,14,,1,,,34,5,,87,15,3,1,,,34,5,,86,17,,1,,,34,5,,89,16,,1,,,33,6,,88,16,1,1,,,26,13,,78,27,,,1,,25,14,,78,27,,,1,,28,11,,75,30,,,1,,25,14,,71,34,,,1,,23,15,,70,34,1,,1,,24,15,,68,37,,1,,,24,15,,67,37,1,1,,,24,15,,67,37,1,1,,,24,15,,59,43,1,1,,,25,14,,60,43,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,14,19,,91,59,,,,1,12,21,,89,62,,,,1,13,19,1,77,73,1,1,,,16,17,,84,67,,1,,,23,10,,92,59,,1,,,24,11,,85,66,,1,,,20,15,,86,65,,,1,,20,15,,97,54,,,1,,21,14,,97,54,,,1,,20,15,,91,60,,,1,,16,18,1,75,75,,,,1,19,15,1,81,69,1,,,1,19,15,1,81,69,1,,,1,17,16,1,81,69,1,,,1,18,17,,80,67,4,1,,,18,17,,80,67,4,1,,,19,16,,76,73,2,1,,,19,16,,76,73,2,1,,,18,17,,89,60,2,1,,,18,17,,90,59,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,39,8,,126,15,,1,,,39,8,,125,15,,1,,,40,7,,124,16,,1,,,40,7,,125,15,1,1,,,41,6,,124,17,,1,,,41,6,,124,17,,1,,,40,7,,124,17,,1,,,40,7,,125,16,,1,,,38,9,,116,25,,1,,,38,9,,117,24,,1,,,32,15,,100,41,,1,,,32,15,,99,41,,1,,,32,15,,106,35,,1,,,33,14,,106,35,,1,,,33,14,,98,43,,,1,,33,14,,98,43,,1,,,33,14,,98,43,,,1,,33,14,,98,43,,,1,,33,14,,104,37,,1,,,33,14,,104,37,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,33,7,,190,45,,1,,,34,6,,192,44,,1,,,34,6,,129,30,1,1,,,32,7,1,128,31,1,1,,,33,7,,129,29,,1,,,32,8,,126,34,,1,,,32,8,,127,33,,1,,,32,8,,128,32,,1,,,25,15,,118,37,1,,1,,31,9,,122,35,1,,1,,30,10,,121,33,1,,1,,31,8,,130,29,1,,1,,32,8,,128,29,1,,1,,32,6,,136,22,,,1,,34,6,,135,23,1,,1,,34,6,,136,23,,,1,,34,6,,136,21,,,1,,34,6,,138,21,,,1,,35,5,,141,19,,1,,,35,5,,140,19,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,24,14,,66,44,,,1,,24,14,,68,42,,,1,,24,14,,70,40,,,1,,24,14,,64,46,,,1,,20,18,,63,47,,1,,,18,19,,57,53,,1,,,18,20,,64,46,,1,,,18,20,,61,49,,1,,,18,20,,61,49,,,1,,16,22,,55,55,,,1,,16,22,,54,56,,,1,,16,22,,58,51,,,1,,15,23,,52,58,,,1,,15,23,,52,57,,,1,,16,22,,62,47,,1,,,16,22,,63,47,,1,,,16,22,,52,58,,1,,,16,22,,50,58,,1,,,17,21,,58,52,,1,,,17,21,,58,52,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnessota,38,28,,103,31,,1,,,48,19,,10,34,,1,,,47,20,,67,67,,,1,,45,22,,70,64,,,1,,42,25,,77,57,,1,,,42,24,,65,69,,1,,,47,20,,83,51,,1,,,44,23,,8,53,,1,,,46,21,,78,56,,,1,,45,22,,85,49,,,1,,43,24,,69,65,3,,1,,42,24,1,70,64,,,1,,40,26,1,63,70,1,,,1,37,27,1,64,70,,,,1,35,31,1,53,80,,,1,,35,31,1,53,81,,,1,,35,31,1,66,68,,,1,,35,31,1,66,68,,,1,,44,23,,85,49,,,1,,45,22,,85,48,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,50,2,,119,3,,1,,,50,2,,117,3,,1,,,48,4,,116,4,2,1,,,48,4,,115,4,2,1,,,49,3,,116,5,,1,,,49,3,,116,6,,1,,,45,7,,113,9,,1,,,44,8,,112,9,1,1,,,43,9,,98,23,1,,1,,39,13,,96,24,2,,1,,34,18,,85,34,,,1,,34,18,,84,36,2,,1,,34,18,,86,33,3,1,,,34,18,,86,33,3,1,,,31,21,,81,38,3,1,,,30,22,,80,42,,,1,,28,24,,75,47,,,1,,28,24,,74,47,,,1,,25,27,,74,47,,,1,,27,25,,75,47,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,23,11,,114,49,,,1,,22,12,,112,51,,1,,,21,11,,117,46,,1,,,23,10,,111,52,,,1,,22,12,,110,53,,,1,,21,13,,108,55,,,1,,21,13,,111,52,,,1,,22,12,,104,58,,,1,,23,11,,99,64,,,1,,20,14,,98,65,,1,,,19,15,,87,76,,1,,,19,15,,85,76,1,1,,,18,16,,86,76,1,1,,,14,18,,87,76,,1,,,14,20,,73,90,,1,,,14,20,,73,90,,1,,,10,22,,66,97,,,1,,11,22,,64,96,,,1,,13,21,,71,92,,,1,,14,20,,71,92,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,30,20,,67,33,,1,,,25,25,,57,49,,1,,,26,24,,55,45,,1,,,21,29,,43,57,,1,,,24,26,,55,45,,1,,,28,22,,50,50,,1,,,25,25,,49,51,,1,,,23,27,,52,48,,,1,,29,21,,61,39,,,1,,30,20,,47,53,,,1,,19,31,,33,67,,,1,,16,33,,35,65,,,1,,18,32,,41,59,,,1,,19,31,,42,58,,,1,,21,29,,47,53,,,1,,21,29,,47,53,,,1,,27,23,,50,50,,1,,,27,23,,50,50,,1,,,26,24,,49,50,,1,,,26,24,,49,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,*,*,,**,**,,1,,,*,*,,**,**,,1,,,*,*,,**,**,,,1,,*,*,,**,**,,,1,,*,*,,**,**,,1,,,*,*,,**,**,,1,,,*,*,,**,**,,,1,,*,*,,**,**,,,1,,*,*,,**,**,,1,,,*,*,,**,**,,1,,,*,*,,**,**,,1,,,*,*,,**,**,,1,,,*,*,,**,**,,,1,,*,*,,**,**,,,1,,*,*,,**,**,,,1,,*,*,,**,**,,,1,,*,*,,**,**,,,1,,*,*,,**,**,,,1,,*,*,,**,**,,,1,,*,*,,**,**,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,17,3,,31,9,,1,,,17,3,,35,5,,1,,,15,5,,26,14,,,1,,15,5,,26,14,,,1,,17,4,,23,19,,1,,,13,8,,17,25,,1,,,9,12,,29,13,,1,,,8,13,,30,12,,1,,,10,10,,22,19,,1,,,10,11,,27,12,,1,,,8,13,,21,21,,1,,,9,12,,25,17,,1,,,9,12,,28,14,,,1,,9,12,,27,15,,,1,,8,13,,23,19,,,1,,8,13,,23,19,,,1,,9,12,,26,16,,,1,,9,12,,26,15,,,1,,10,11,,27,15,,,1,,10,11,,27,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,12,12,,167,233,,,1,,12,12,,175,219,,,1,,12,12,,174,224,,1,,,10,13,,160,238,,1,,,9,15,,158,237,2,,1,,6,18,,102,297,,,1,,8,16,,132,268,,,1,,8,16,,119,281,,,1,,11,13,,125,268,2,,1,,11,13,,138,254,5,,1,,6,18,,110,282,1,,1,,9,15,,147,248,2,1,,,12,12,,153,244,1,1,,,11,13,,142,255,1,1,,,6,18,,117,282,,,1,,6,18,,119,281,,,1,,8,16,,147,250,,1,,,8,16,,149,247,,1,,,14,10,,239,161,,1,,,14,10,,237,158,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,29,10,,49,31,,1,,,27,13,,54,26,,1,,,27,13,,44,36,,1,,,22,18,,43,37,,,1,,23,17,,44,36,,,1,,23,17,,30,50,,,1,,24,16,,39,41,,,1,,22,17,,44,36,,1,,,13,27,,22,58,,1,,,16,24,,27,53,,,1,,16,24,,27,53,,,1,,16,24,,32,48,,,1,,16,24,,32,48,,,1,,20,20,,44,36,,1,,,20,20,,43,35,1,1,,,22,18,,47,33,,1,,,22,18,,47,33,,1,,,22,18,,49,31,,1,,,22,18,,49,31,,1,,,23,17,,48,32,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,29,13,,51,19,,1,,,33,9,,48,22,,1,,,33,9,,41,29,,1,,,22,20,,41,29,,1,,,23,19,,46,24,,1,,,21,21,,42,28,,1,,,21,21,,47,23,,,1,,26,16,,45,25,,,1,,26,16,,49,21,,1,,,27,15,,52,18,,1,,,27,15,,46,24,,,1,,25,17,,42,28,,,1,,25,17,,40,30,,,1,,24,18,,42,28,,,1,,24,18,,42,28,,1,,,24,18,,43,27,,1,,,24,18,,42,28,,1,,,24,18,,42,28,,1,,,24,18,,42,28,,1,,,24,18,,42,28,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,26,34,,88,62,,1,,,21,36,,87,58,,1,,,25,35,,86,64,,1,,,25,35,,86,63,,1,,,26,35,,97,52,,1,,,26,35,,94,56,,1,,,25,36,,92,56,,1,,,27,34,,92,58,,1,,,26,35,,95,55,,1,,,26,35,,100,50,,1,,,25,36,,96,54,,,1,,26,35,,95,52,,,1,,23,36,,98,52,,,1,,25,36,,99,51,,,1,,25,37,,103,47,,,1,,25,37,,103,47,,,1,,28,34,,104,46,,,1,,27,35,,104,46,,,1,,29,33,,105,45,,1,,,29,33,,108,42,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,49,1,,111,9,,,1,,47,3,,114,6,,1,,,45,55,,105,15,,1,,,40,10,,95,24,,1,,,44,6,,102,18,,1,,,38,12,,82,38,,,1,,40,10,,84,36,,,1,,37,13,,74,46,,,1,,36,14,,81,39,,,1,,39,11,,78,42,,1,,,26,24,,68,52,,1,,,30,20,,59,61,,1,,,35,15,,66,54,,1,,,35,15,,62,58,,1,,,28,22,,60,60,,1,,,28,22,,59,61,,1,,,29,21,,63,57,,1,,,29,21,,63,57,,1,,,31,19,,68,52,,1,,,31,19,,68,52,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,17,34,,40,62,,1,,,18,32,,50,50,,1,,,15,35,,29,71,,1,,,10,40,,27,73,,,1,,21,32,,55,51,,,1,,24,29,,42,64,,1,,,27,26,,45,61,,1,,,32,21,,45,61,,1,,,27,26,,48,58,,1,,,25,24,,33,65,,,1,,20,29,,23,75,,,1,,18,29,,26,71,,,1,,18,31,,34,63,,,1,,17,32,,29,69,,,1,,16,31,,28,66,,,1,,16,31,,28,66,,,1,,15,32,,27,67,,,1,,15,32,,27,67,,,1,,21,26,,33,61,,,1,,21,26,,33,61,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,21,12,,59,40,,,1,,21,12,,62,37,,,1,,18,15,,62,37,,,1,,15,18,,54,45,,,1,,17,16,,62,37,,1,,,15,18,,58,40,,1,,,15,18,,60,39,,1,,,14,19,,59,40,,1,,,12,21,,61,38,,,1,,13,20,,53,46,,,1,,13,20,,41,56,,,1,,12,20,,39,60,,,1,,12,21,,39,59,,,1,,11,21,,39,59,,,1,,11,22,,38,61,,,1,,11,22,,37,62,,,1,,11,22,,40,59,,,1,,11,22,,38,61,,,1,,12,21,,46,53,,1,,,12,21,,46,53,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,39,9,,76,25,,1,,,39,9,,79,22,,1,,,39,9,,75,26,,1,,,37,11,,73,28,,1,,,34,14,,76,25,,1,,,34,14,,69,32,,1,,,30,17,,70,31,,,1,,33,15,,68,32,,,1,,37,11,,68,33,,1,,,37,11,,68,33,,1,,,36,12,,65,36,,,1,,33,15,,65,36,,,1,,33,15,,61,40,,,1,,30,18,,52,48,,,1,,27,20,,53,48,,1,,,28,20,,53,48,,1,,,26,22,,44,57,,1,,,26,22,,44,57,,1,,,24,24,,44,57,,1,,,24,24,,44,57,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,22,7,,38,22,,1,,,24,6,,37,23,,1,,,23,7,,34,25,,,1,,22,8,,33,27,,,1,,21,9,,36,24,,,1,,18,12,,34,26,,,1,,17,13,,31,29,,1,,,19,11,,32,28,,1,,,20,10,,28,32,,1,,,16,14,,28,32,,1,,,11,19,,26,34,,1,,,10,20,,29,31,,1,,,13,17,,25,35,,1,,,14,16,,28,32,,1,,,15,15,,25,35,,1,,,14,15,,25,35,,1,,,18,12,,27,33,,1,,,18,12,,27,33,,1,,,17,11,2,31,29,,1,,,18,10,1,31,29,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,29,20,,114,89,,1,,,28,20,,118,84,,1,,,27,23,,100,102,,,1,,23,25,,100,103,,,1,,23,27,,103,100,,,1,,23,27,,103,100,,,1,,23,26,,103,100,,1,,,23,27,,104,99,,1,,,24,26,,107,94,,1,,,24,26,,105,98,,1,,,21,27,,100,102,,,1,,20,30,,99,104,,,1,,20,30,,100,103,,,1,,21,29,,98,104,,1,,,21,28,,94,108,,1,,,21,29,,94,108,,1,,,18,29,,93,110,,1,,,20,30,,93,110,,1,,,21,29,,102,101,,1,,,21,29,,102,101,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,46,4,,83,17,,1,,,45,5,,83,17,,1,,,45,5,,84,16,,1,,,43,7,,82,18,,1,,,29,21,,85,15,,1,,,38,12,,77,21,1,,1,,38,12,,80,20,,,1,,41,9,,83,17,,,1,,45,5,,89,11,,1,,,39,11,,85,15,,1,,,40,10,,84,16,,,1,,42,8,,84,16,,,1,,42,8,,85,12,1,,1,,43,7,,87,13,,,1,,32,6,,63,11,1,,1,,32,6,,63,11,1,,1,,33,5,,60,15,,,1,,33,5,,60,15,,,1,,33,5,,62,13,,,1,,33,5,,61,13,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,44,2,,107,17,,,1,,43,3,,111,12,,,1,,43,2,,108,16,,1,,,41,5,,107,17,,1,,,39,6,,103,20,1,1,,,36,10,,96,27,,1,,,36,10,,92,32,,,1,,35,1,,87,37,,,1,,33,13,,79,43,1,,1,,30,16,,73,50,1,,1,,26,19,1,54,65,4,,1,,25,21,,52,71,1,,1,,24,22,,57,67,,1,,,21,25,,53,71,,1,,,21,24,,50,73,,,1,,20,25,,51,73,,,1,,20,26,,50,74,,,1,,20,26,,49,74,,,1,,20,26,,51,73,,,1,,19,27,,51,73,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,19,16,,33,37,,1,,,12,23,,22,48,,1,,,11,24,,22,48,,,1,,10,25,,21,49,,,1,,9,26,,16,54,,,1,,10,25,,13,57,,,1,,11,24,,22,48,,,1,,15,20,,24,46,,,1,,17,18,,25,45,,,1,,20,15,,28,42,,,1,,16,19,,24,46,,,1,,13,22,,22,48,,,1,,13,22,,19,51,,,1,,11,24,,20,50,,,1,,9,26,,21,49,,,1,,9,26,,21,49,,,1,,10,25,,19,51,,,1,,10,25,,19,51,,,1,,15,20,,20,50,,,1,,15,20,,20,50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,20,12,,63,35,,1,,,23,9,,66,32,,1,,,20,12,1,60,38,1,,1,,20,12,1,57,39,2,,1,,22,11,,60,37,1,,1,,23,10,,62,37,,,1,,23,10,,61,38,,1,,,22,11,,59,40,,1,,,20,13,,57,42,,1,,,19,14,,63,36,,1,,,16,17,,59,40,,,1,,18,15,,61,38,,,1,,18,15,,61,38,,,1,,18,15,,57,41,,,1,,18,15,,54,45,,1,,,18,15,,54,45,,1,,,16,17,,53,46,,1,,,15,17,,53,46,,1,,,16,17,,53,46,,1,,,16,16,1,53,46,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,28,3,,134,16,,1,,,27,4,,131,19,,1,,,27,4,,128,22,,,1,,23,7,,114,35,,,1,,26,5,,114,36,,1,1,,25,6,,98,52,,1,,,25,6,,94,56,,,1,,23,8,,93,57,,,1,,22,9,,93,57,,1,,,18,13,,92,58,,1,,,17,14,,87,63,,,1,,14,17,,82,68,,,1,,15,16,,78,71,,,1,,15,15,,78,71,,,1,,12,19,,62,88,,,1,,12,19,,62,88,,,1,,12,19,,63,87,,,1,,12,19,,62,87,,,1,,11,20,,69,81,,,1,,11,20,,71,79,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,15,14,,40,35,,1,,,17,12,,35,40,,1,,,10,19,,25,50,,1,,,7,22,,17,58,,1,,,5,24,,17,58,,1,,,6,23,,14,61,,,1,,8,21,,27,48,,,1,,7,22,,28,47,,,1,,10,19,,31,44,,,1,,18,11,,26,49,,,1,,10,19,,20,55,,,1,,9,20,,21,54,,,1,,11,18,,21,54,,,1,,9,20,,24,51,,,1,,7,22,,19,56,,,1,,7,22,,19,56,,,1,,8,21,,19,56,,,1,,8,21,,19,56,,,1,,8,21,,20,55,,,1,,8,21,,20,55,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,12,18,,65,75,,1,,,9,21,,75,74,,,1,,10,20,,69,79,2,,1,,14,16,,64,86,,,1,,13,17,,65,83,2,,1,,18,12,,72,78,,1,,,19,11,,74,75,,1,,,16,14,,74,76,,1,,,15,15,,73,75,2,1,,,14,16,,87,57,6,1,,,12,18,,86,61,3,1,,,17,13,,89,57,4,1,,,17,13,,77,67,6,1,,,116,13,,62,82,5,1,,,19,11,,69,74,7,,1,,19,11,,69,74,7,,1,,21,9,,83,60,7,,1,,21,9,,83,60,7,,1,,23,7,,93,49,8,,1,,23,7,,93,49,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,35,5,,78,17,,,1,,35,5,,76,21,,,1,,31,9,,74,25,1,,1,,31,9,,66,33,1,1,,,32,8,,65,34,,1,,,31,8,,65,33,2,1,,,30,10,,64,35,,1,,,30,10,,59,39,2,1,,,22,18,,58,41,1,1,,,22,18,,52,47,1,,1,,20,20,,52,47,1,,1,,19,21,,51,48,1,,1,,20,20,,47,52,1,,1,,18,22,,34,64,2,1,,,17,23,,34,64,2,1,,,16,24,,37,61,2,1,,,16,24,,38,60,2,1,,,16,23,,39,56,3,1,,,17,23,,40,57,3,1,,,21,19,,44,54,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,30,19,,62,36,,,1,,29,20,,62,36,,1,,,30,19,,49,49,,1,,,24,25,,42,56,,,1,,26,23,,54,44,,,1,,27,22,,53,45,,1,,,25,24,,61,37,,1,,,24,25,,63,35,,1,,,24,25,,58,40,,1,,,28,21,,65,33,,1,,,25,24,,34,62,,1,,,23,26,,41,57,,1,,,27,22,,49,49,,1,,,25,24,,50,48,,1,,,24,25,,52,46,,1,,,24,25,,52,46,,1,,,26,23,,55,43,,1,,,26,23,,55,43,,1,,,32,17,,62,36,,1,,,32,17,,63,35,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,26,8,,86,14,,,1,,28,6,,91,9,,1,,,26,8,,74,26,,1,,,27,7,,78,22,,1,,,31,3,,87,13,,1,,,30,4,,73,27,,,1,,27,7,,78,22,,,1,,29,5,,81,19,,1,,,33,1,,74,26,,1,,,32,2,,79,21,,1,,,26,8,,69,31,,1,,,25,9,,74,26,,,1,,29,5,,75,25,,,1,,28,6,,75,25,,,,,24,10,,68,32,,1,,,24,10,,68,32,,1,,,21,13,,68,32,,1,,,21,13,,68,32,,1,,,23,11,,72,28,,1,,,23,11,,72,28,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,19,14,,63,36,,1,,,22,11,,66,33,,1,,,21,10,,60,39,,,1,,19,14,,59,39,,,1,,19,14,,59,40,,1,,,19,14,,52,47,,1,,,20,11,,54,45,,,1,,20,13,,56,43,,,1,,19,14,,58,41,,,1,,16,17,,52,47,,,1,,16,17,,48,51,,,1,,17,16,,46,51,,,1,,17,16,,44,55,,,1,,18,15,,43,56,,,1,,13,18,,40,58,,1,,,15,18,,40,59,,1,,,14,19,,39,60,,1,,,14,19,,39,59,,1,,,18,15,,47,52,,1,,,18,15,,47,52,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,15,15,,29,32,,1,,,12,18,,29,32,,1,,,11,19,,20,42,,1,,,11,19,,23,39,,1,,,11,19,,25,38,,1,,,11,19,,18,46,,1,,,11,19,,20,44,,1,,,11,19,,23,41,,1,,,10,20,,22,42,,1,,,10,20,,19,41,,1,,,10,20,,13,47,,,1,,9,21,,17,43,,,1,,10,20,,17,43,,,1,,10,20,,14,46,,,1,,10,20,,15,45,,1,,,10,20,,15,45,,1,,,7,23,,14,46,,1,,,7,23,,14,46,,1,,,7,23,,17,43,,1,,,7,23,,17,43,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*= Non Partisan Election,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
